INDEX,ADDRESS,ADMINISTRATOR,CITY,FACILITY_TYPE,NAME,PHONE,ST,ZIP,lat,long
6096,1210 Medical Arts Blvd,N/A,Anderson,CMS Provider/Clinician,Jane Pauley Community Health Center Inc,(765)563-2843,IN,46011,40.129954775345,-85.69213692461
6097,"1210 Medical Arts Blvd, Suite 300",N/A,Anderson,CMS Provider/Clinician,Jane Pauley Community Health Center Inc,(765)563-2843,IN,46011,40.129954775345,-85.69213692461
6098,8931 E 30Th St,N/A,Indianapolis,CMS Provider/Clinician,Jane Pauley Community Health Center Inc,(463)232-7183,IN,46219,39.811290301262,-86.011219910911
6099,2204 Kentucky Ave,N/A,Paducah,CMS Provider/Clinician,Compass Counseling Llc,(270)777-4490,KY,42003,37.075544623484,-88.622465080809
6100,"1515 N Madison Ave, Maternal Fetal Medicine",N/A,Anderson,CMS Provider/Clinician,Community Physicians Of Indiana Inc,(317)621-9210,IN,46011,40.129149832288,-85.691659082808
6101,"7910 W Jefferson Blvd, Suite 210",N/A,Fort Wayne,CMS Provider/Clinician,Lutheran Medical Group Llc,(260)435-6722,IN,46804,41.035834771203,-85.248594250544
6102,5115 W Washington St,N/A,Indianapolis,CMS Provider/Clinician,Centerwell Senior Primary Care In Pc,(317)799-1268,IN,46241,39.753966350137,-86.246361784618
6103,"302 W 14Th St, Suite 100B",N/A,Jeffersonville,CMS Provider/Clinician,Frank R Burns Md Plc,(502)245-0305,IN,47130,38.284427186592,-85.749753030972
6104,13324 Shelbyville Rd,N/A,Louisville,CMS Provider/Clinician,Frank R Burns Md Plc,(502)245-0305,KY,40223,38.242453005851,-85.509122933042
6105,"334 Thomas More Pkwy, Suite 200",N/A,Crestview Hills,CMS Provider/Clinician,Summit Medical Group Inc,(859)344-3737,KY,41017,39.02433371032,-84.567170315683
6106,1337 Mumford Ln,N/A,Lexington,CMS Provider/Clinician,Radiology And Imaging Consultants Pc,(877)406-2916,KY,40513,38.023543630576,-84.568608504339
6107,1337 Mumford Ln,N/A,Lexington,CMS Provider/Clinician,Radiology Inc,(304)522-1550,KY,40513,38.023543630576,-84.568608504339
6108,900 S Limestone,N/A,Lexington,CMS Provider/Clinician,"Kentucky Medical Services Foundation, Inc",(859)218-0496,KY,40536,38.034053035435,-84.508581673619
6109,"2101 Nicholasville Rd, Suite 204",N/A,Lexington,CMS Provider/Clinician,Baptist Health Medical Group Inc,(859)260-4330,KY,40503,38.011245713332,-84.516812442939
6110,"1100 Southfield Dr, Suite 1205",N/A,Plainfield,CMS Provider/Clinician,Hendricks County Psychotherapy Psc,(317)718-8436,IN,46168,39.693618744935,-86.37247528057
6111,"801 Macarthur Blvd, Suite 400A",N/A,Munster,CMS Provider/Clinician,Community Care Network Inc,(219)836-7605,IN,46321,41.550143275689,-87.50893031981
6113,611 E Douglas Rd,N/A,Mishawaka,CMS Provider/Clinician,Saint Joseph Regional Medical Center-South Bend Campus Inc,(nan)-,IN,46545,41.709322876991,-86.189581849134
6115,3909 S Wilson Rd,N/A,Radcliff,CMS Provider/Clinician,"Pinnacle Inpatient Medical Services, Pllc",(270)351-9444,KY,40160,37.788612797261,-85.912617420057
6116,"613 23Rd St, Suite 310",N/A,Ashland,CMS Provider/Clinician,Kings Daughters Medical Specialties Inc,(606)329-9335,KY,41101,38.471205066389,-82.632989896513
6117,"1205 S Main St, Suite 201",N/A,Crown Point,CMS Provider/Clinician,Franciscan Physician Network,(219)769-8340,IN,46307,41.396442919328,-87.364497254001
6118,204 N Main St,N/A,Elizabethtown,CMS Provider/Clinician,Elizabethtown Partners In Counseling Inc,(270)360-1222,KY,42701,37.694475605575,-85.856825799329
6119,"615 E Brannon Rd, Suite 100",N/A,Nicholasville,CMS Provider/Clinician,Family Practice Associates Of Lexington Psc,(859)278-5007,KY,40356,37.953132518802,-84.523796926169
6120,1405 Bear St,N/A,Madison,CMS Provider/Clinician,"Lifespring, Inc",(812)265-4513,IN,47250,38.773018570121,-85.416914165112
6122,"120 W Mckenzie Rd, Suite H",N/A,Greenfield,CMS Provider/Clinician,Hancock Physician Network Llc,(317)462-2335,IN,46140,39.799477618282,-85.771495899608
6123,2529 Six Mile Ln,N/A,Louisville,CMS Provider/Clinician,"Shc Medical Partners Of Kentucky, Llc",(502)491-5560,KY,40220,38.209740935525,-85.587231915047
6125,"24 Joliet St, Suite 101",N/A,Dyer,CMS Provider/Clinician,Franciscan Physician Network,(219)864-2059,IN,46311,41.49418131945,-87.523496779509
6126,"1001 N Western Ave, Suite C",N/A,Marion,CMS Provider/Clinician,Recover Together Inc,(800)683-8313,IN,46952,40.57045656869,-85.674242878447
6127,1520 Washington St,N/A,New Castle,CMS Provider/Clinician,Recover Together Inc,(800)683-8313,IN,47362,39.939169668716,-85.366073809917
6128,"1 Saint Joseph Dr, Fl 5",N/A,Lexington,CMS Provider/Clinician,Saint Joseph Health System Inc,(859)313-1000,KY,40504,38.031314711935,-84.521900526356
6129,"701 Bob O Link Dr, Suite 120",N/A,Lexington,CMS Provider/Clinician,Saint Joseph Health System Inc,(859)277-3137,KY,40504,38.032976233548,-84.527846387011
6130,4765 E 126Th St,N/A,Carmel,CMS Provider/Clinician,Advanced Physical Therapy Llc,(317)810-0525,IN,46033,39.971087355571,-86.09010447474
6131,"1414 W Broadway St, Deaconess Clinic Urgent Ca",N/A,Princeton,CMS Provider/Clinician,Deaconess Clinic Inc,(812)385-5283,IN,47670,38.35552402008,-87.583320513807
6132,"1703 W Stones Crossing Rd, Suite 200",N/A,Greenwood,CMS Provider/Clinician,Franciscan Physician Network,(317)859-3737,IN,46143,39.577723183137,-86.157435178868
6133,9821 Lima Rd,N/A,Fort Wayne,CMS Provider/Clinician,"Indiana University Health Fort Wayne Physicians, Llc",(260)234-5400,IN,46818,41.1727228583,-85.166059301462
6134,"436 E Washington Blvd, Fort Wayne",N/A,Fort Wayne,CMS Provider/Clinician,Osh-In Physicians Group Pc,(260)209-7111,IN,46802,41.078044991871,-85.133582881918
6135,257 Parkland Hts,N/A,Cynthiana,CMS Provider/Clinician,New Vista Of The Bluegrass Inc,(859)234-6940,KY,41031,38.379426934682,-84.296370957039
6136,"2202 Buechel Ave, Suite 105",N/A,Louisville,CMS Provider/Clinician,"Pearl Geriatrics And Palliative Medicine, Psc",(502)456-0494,KY,40218,38.191554750625,-85.645685961922
6137,"2901 Ohio Blvd, Suite 111",N/A,Terre Haute,CMS Provider/Clinician,Clarity Cognitive And Speech Therapy Inc,(812)328-7300,IN,47803,39.465340264821,-87.374745523192
6138,1540 S U S Hwy 421 By-Pass,N/A,Harlan,CMS Provider/Clinician,Hometown Urgent Care,(606)273-1251,KY,40831,36.8383946221,-83.325438142393
6139,101 Green Terrace,N/A,Harlan,CMS Provider/Clinician,Hometown Urgent Care,(nan)-,KY,40831,36.852273435709,-83.318936623141
6140,1509 Louisville Rd,N/A,Harrodsburg,CMS Provider/Clinician,Ephraim Mcdowell Health Resource Inc,(859)734-5770,KY,40330,37.801227858131,-84.84748502435
6141,"2605 Kentucky Ave, Suite 301",N/A,Paducah,CMS Provider/Clinician,Baptist Health Medical Group Inc,(270)443-1220,KY,42003,37.074532363389,-88.624943809428
6143,"400 W Green Meadows Dr, Suite 110",N/A,Greenfield,CMS Provider/Clinician,Sanford Dermatology,(317)967-7921,IN,46140,39.804406792656,-85.775863012796
6144,8017 Bardstown Rd,N/A,Louisville,CMS Provider/Clinician,Kentuckiana Foot And Ankle Pllc,(502)239-6600,KY,40291,38.131054467696,-85.577780536451
6145,"1541 Lebanon Rd, Suite 1",N/A,Danville,CMS Provider/Clinician,Ephraim Mcdowell Health Resource Inc,(859)236-3208,KY,40422,37.636157659254,-84.792967647187
6146,3060 Sandersville Rd,N/A,Lexington,CMS Provider/Clinician,Radiology Inc,(304)522-1550229,KY,40511,38.10479900439,-84.537710708662
6147,910 Wallace Ave,N/A,Leitchfield,CMS Provider/Clinician,Owensboro Health Medical Group Inc,(270)259-9491,KY,42754,37.47330398507,-86.28676713178
6148,1012 Ival James Blvd B,N/A,Richmond,CMS Provider/Clinician,New Lexington Clinic Psc,(859)624-3615,KY,40475,37.758600976646,-84.270798971702
6149,100 S Rosenberger Ave,N/A,Evansville,CMS Provider/Clinician,St Marys Medical Group Llc,(812)433-2000,IN,47712,37.978468554166,-87.62778740507
6150,5775 N Hwy 27,N/A,Science Hill,CMS Provider/Clinician,Science Hill Family Care,(nan)-,KY,42553,37.174809769659,-84.62488811007
6151,"8640 Haines Dr, Suite A",N/A,Florence,CMS Provider/Clinician,Hollmann Investment Holdings Llc,(859)918-1025,KY,41042,38.972711937803,-84.66461757921
6152,"1815 E Ireland Rd, Suite 100",N/A,South Bend,CMS Provider/Clinician,Beacon Health Llc,(574)647-5790,IN,46614,41.629537120821,-86.221202405494
6153,13100 E 136Th St,N/A,Fishers,CMS Provider/Clinician,Cardiothoracic Surgeons Inc,(317)944-3636,IN,46037,39.987845820661,-85.9288871302
6155,12050 N Michigan Rd,N/A,Zionsville,CMS Provider/Clinician,"Booth Dermatology Group, Pc",(317)848-2427,IN,46077,39.950394364579,-86.240821628033
6156,"300 S Saint Louis Blvd, Suite 150",N/A,South Bend,CMS Provider/Clinician,"Optum Behavioral Care Of Colorado, P.C.",(574)406-1520,IN,46617,41.673706304424,-86.241238318718
6157,"50 Medpark Square Dr, Suite 3",N/A,Somerset,CMS Provider/Clinician,Southern Kentucky Vascular Clinic Pllc,(606)531-4100,KY,42503,37.083597123712,-84.626442193446
6158,2116 S Park Ave,N/A,Alexandria,CMS Provider/Clinician,Community Physicians Of Indiana Inc,(765)724-4455,IN,46001,40.241186037798,-85.6698951739
6159,249 Main St,N/A,Cadiz,CMS Provider/Clinician,Foundations Primary Care Llc,(270)206-7114,KY,42211,36.867215181822,-87.821902888159
6160,650 W Lincoln Trail Blvd,N/A,Radcliff,CMS Provider/Clinician,Radcliff Urgent Care Clinic Llc,(270)352-4601,KY,40160,37.836494216802,-85.948158346374
6161,686 S Hwy 25W,N/A,Williamsburg,CMS Provider/Clinician,Preferred Healthcare Incorporated,(nan)-,KY,40769,36.736195752119,-84.153458999219
6162,686 S Hwy 25 W,N/A,Williamsburg,CMS Provider/Clinician,Preferred Healthcare Incorporated,(606)549-5052,KY,40769,36.736195752119,-84.153458999219
6163,24 Joliet St,N/A,Dyer,CMS Provider/Clinician,Franciscan Physician Network,(219)864-2059,IN,46311,41.49418131945,-87.523496779509
6164,123 N Mccreary St,N/A,Fort Branch,CMS Provider/Clinician,Tulip Tree Health Services Of Gibson County Inc,(812)753-1039,IN,47648,38.248011752504,-87.58000448649
6165,"16409 Southpark Dr, Suite B",N/A,Westfield,CMS Provider/Clinician,"Busby Eye Care, Llc",(317)896-5505,IN,46074,40.02744691754,-86.14566453035
6166,"1420 E Douglas Rd, Informe Hc Specialists C",N/A,Mishawaka,CMS Provider/Clinician,Informe Hc Specialists Llc,(574)307-7200,IN,46545,41.70967688482,-86.163318385392
6167,811 E 12Th St,N/A,Mishawaka,CMS Provider/Clinician,Informe Healthcare In Llc,(574)259-1917,IN,46544,41.651187810509,-86.169069648193
6168,"8920 Southpointe Dr, Suite B",N/A,Indianapolis,CMS Provider/Clinician,Community Physicians Of Indiana Inc,(317)497-1900,IN,46227,39.636949145532,-86.138005881683
6169,"1234 E Dupont Rd, 5 Ppg Cardiovascular Surge",N/A,Fort Wayne,CMS Provider/Clinician,Parkview Health System Inc,(260)266-2800,IN,46825,41.178306624808,-85.126114632919
6170,901 Lincolnway,N/A,La Porte,CMS Provider/Clinician,Chicagoland Infectious Disease Pc,(708)960-4280,IN,46350,41.610624521986,-86.72253969786
6171,133 W Market St,N/A,Indianapolis,CMS Provider/Clinician,Healogics Specialty Physicians Of Indiana Llc,(904)446-3764,IN,46204,39.768532774778,-86.161077912203
6172,"3684 Hwy 150, Suite 3",N/A,Floyds Knobs,CMS Provider/Clinician,"H. Fred Preuss, Jr.",(nan)-,IN,47119,38.331846998989,-85.897903789344
6173,311 La Grange Rd,N/A,Pewee Valley,CMS Provider/Clinician,"H. Fred Preuss, Jr.",(502)241-0011,KY,40056,38.31067914577,-85.487295700057
6174,2905 Dixie Hwy,N/A,Louisville,CMS Provider/Clinician,"H. Fred Preuss, Jr.",(502)778-9666,KY,40216,38.209436530462,-85.798009516609
6175,6323 Bardstown Rd,N/A,Louisville,CMS Provider/Clinician,"H. Fred Preuss, Jr.",(502)231-1206,KY,40291,38.154151112041,-85.589201242617
6176,"600 W 13Th St, Suite 268",N/A,Jasper,CMS Provider/Clinician,Commonwealth Pain Associates Pllc,(812)476-7111,IN,47546,38.396588033337,-86.938524365606
6177,1025 1St Ave W,N/A,Jasper,CMS Provider/Clinician,Commonwealth Pain Associates Pllc,(812)476-7111,IN,47546,38.38600899614,-86.946122654661
6178,3903 S 7Th St,N/A,Terre Haute,CMS Provider/Clinician,Commonwealth Pain Associates Pllc,(812)476-7111,IN,47802,39.419984038971,-87.40691546297
6179,117 E Kentucky St,N/A,Louisville,CMS Provider/Clinician,Edith And Henry Heuser Hearing Institute,(502)584-3573,KY,40203,38.238421851754,-85.754407942304
6180,"8820 S Meridian St, Suite 120",N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)944-3500,IN,46217,39.638411917507,-86.158504004355
6181,"4001 Kresge Way, Suite 236",N/A,Louisville,CMS Provider/Clinician,Kentucky Medical Specialists Psc,(502)893-7372,KY,40207,38.239188131818,-85.639426246031
6183,"8820 S Meridian St, 225 Iu Health Physicians",N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)865-6922,IN,46217,39.638411917507,-86.158504004355
6184,"9670 E Washington St, 120 Iu Health Physicians",N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)890-5700,IN,46229,39.774674975632,-85.995689199755
6185,4700 B Chamberlain Ln,N/A,Louisville,CMS Provider/Clinician,Smi Imaging Llc,(502)901-2010,KY,40241,38.310923974767,-85.566751523264
6186,3325 Willowcreek Rd,N/A,Portage,CMS Provider/Clinician,Better Life Md Pc,(312)933-0661,IN,46368,41.555902404786,-87.182593548208
6187,"8111 S Emerson Ave, Suite 105",N/A,Indianapolis,CMS Provider/Clinician,Indiana Blood And Marrow Transplantation Llc,(317)528-5500,IN,46237,39.648338733426,-86.082582425201
6188,300 Ridge Rd,N/A,Munster,CMS Provider/Clinician,"Athletic And Therapeutic Institute Of Naperville, Llc",(219)836-0027,IN,46321,41.562748741074,-87.520235893739
6189,"1102 S Virginia St, Suite B",N/A,Hopkinsville,CMS Provider/Clinician,"Pennyroyal Healthcare Services, Inc",(270)632-3088,KY,42240,36.864033543168,-87.488570601217
6190,1102 S Virginia St,N/A,Hopkinsville,CMS Provider/Clinician,"Pennyroyal Healthcare Services, Inc",(nan)-,KY,42240,36.864033543168,-87.488570601217
6191,450 Connector Rd,N/A,Georgetown,CMS Provider/Clinician,"Ky Doctors Of Optometry, Pllc",(502)868-9870,KY,40324,38.231035766975,-84.535086187276
6193,132 N Main St,N/A,Tipton,CMS Provider/Clinician,Harper Family Eye Care Llc,(765)675-4244,IN,46072,40.282690588718,-86.041305879854
6194,"3902 E 82Nd St, Progressive Eyecare And Eyew",N/A,Indianapolis,CMS Provider/Clinician,"Birtwhistle Optometry, Inc.",(317)595-8855,IN,46240,39.908620010521,-86.100662651223
6196,2440 Bardstown Rd,N/A,Louisville,CMS Provider/Clinician,Kiosk Medicine Kentucky Llc,(502)632-0984,KY,40205,38.223543431639,-85.687097391895
6197,8417 Kennedy Ave,N/A,Highland,CMS Provider/Clinician,James D. Ferguson Od Pc,(219)838-2020,IN,46322,41.560577091201,-87.461575757889
6198,2406 Ring Rd,N/A,Elizabethtown,CMS Provider/Clinician,Baptist Health Medical Group Inc,(270)234-8866,KY,42701,37.732308159208,-85.847838535952
6199,512 Saffell St,N/A,Lawrenceburg,CMS Provider/Clinician,"Cumberland Family Medical Center, Inc..",(502)839-1231,KY,40342,38.035443647684,-84.899830758168
6200,593 E Main St,N/A,Frankfort,CMS Provider/Clinician,"Cumberland Family Medical Center, Inc..",(502)223-0308,KY,40601,38.202432181608,-84.849516520428
6201,8745 S Emerson Ave,N/A,Indianapolis,CMS Provider/Clinician,Little Clinic Of In Llc,(317)807-0409,IN,46237,39.639275334933,-86.082631691989
6202,"9107 Taylorsville Rd, Apt 137",N/A,Louisville,CMS Provider/Clinician,Aegis Group Practice Llc,(502)380-6585,KY,40299,38.21335973796,-85.588306735867
6203,"4359 New Shepherdsville Rd, Unit 100",N/A,Bardstown,CMS Provider/Clinician,Flaget Healthcare Inc,(502)350-5700,KY,40004,37.863543115393,-85.523279409543
6204,4004 Dupont Cir,N/A,Louisville,CMS Provider/Clinician,Koby And Karp,(502)897-1604,KY,40207,38.23298332997,-85.631154959724
6205,16 N Park Ave,N/A,Batesville,CMS Provider/Clinician,Community Mental Health Center Inc.,(812)934-3245,IN,47006,39.297725557082,-85.220792544602
6206,"633 Library Park Dr, Suite K",N/A,Greenwood,CMS Provider/Clinician,Lps Behavioral Health Llc,(765)318-1225,IN,46142,39.607154390881,-86.157267440521
6207,"1839 Robin Rd, Suite 126",N/A,Martinsville,CMS Provider/Clinician,Lps Behavioral Health Llc,(765)318-1225,IN,46151,39.409971325616,-86.441582273818
6208,1100 E Market St,N/A,Louisville,CMS Provider/Clinician,Home Of The Innocents,(502)596-1088,KY,40206,38.252420207273,-85.731417022523
6210,"493 Westfield Rd B, Rhp Primary Care Noblesvil",N/A,Noblesville,CMS Provider/Clinician,Riverview Hospital,(317)844-8836,IN,46060,40.046959227446,-86.026023477338
6212,615 N Michigan St,N/A,South Bend,CMS Provider/Clinician,Pediatrix Medical Group Of Indiana Pc,(574)234-9041,IN,46601,41.683985289669,-86.250585503207
6213,"115 S Murphy Ave, Suite A",N/A,Brazil,CMS Provider/Clinician,Union Hospital Inc,(812)442-2100,IN,47834,39.524780736542,-87.108232195008
6214,"115 S Murphy Ave, Suite A",N/A,Brazil,CMS Provider/Clinician,"Providence Medical Group, Llc",(812)232-8164,IN,47834,39.524780736542,-87.108232195008
6215,21234 Marion Rd,N/A,Fredonia,CMS Provider/Clinician,Crittenden Community Hospital Llc,(270)545-2929,KY,42411,37.216591991017,-88.062551098562
6217,"101 Stonecrest Rd, Suite 3",N/A,Louisville,CMS Provider/Clinician,Stonecrest Family Medicine Pllc,(nan)-,KY,40065,38.212338429612,-85.25090677069
6218,"101 Stonecrest Rd, Suite 3",N/A,Shelbyville,CMS Provider/Clinician,Stonecrest Family Medicine Pllc,(502)633-5565,KY,40065,38.212338429612,-85.25090677069
6220,3545 Arbor Blvd,N/A,Portage,CMS Provider/Clinician,Community Care Network Inc,(nan)-,IN,46368,41.54909396429,-87.16923562972
6221,9235 Broadway,N/A,Merrillville,CMS Provider/Clinician,Community Care Network Inc,(219)769-6055,IN,46410,41.453165675,-87.335652758985
6222,"1134 Us Hwy 27 S, Suite 2",N/A,Cynthiana,CMS Provider/Clinician,Beall Recovery Clinics,(859)234-9799,KY,41031,38.402452814666,-84.292016179516
6223,"1042 Ctr Dr, Suite 102",N/A,Richmond,CMS Provider/Clinician,Visium Healthlink Llc,(859)221-8990,KY,40475,37.731322931913,-84.270383707789
6224,"6400 Dutchmans Pkwy, Suite 125",N/A,Louisville,CMS Provider/Clinician,Kentucky Eye Care Psc,(502)896-8700,KY,40205,38.230067718346,-85.641620585525
6225,415 E Madison St,N/A,South Bend,CMS Provider/Clinician,Oaklawn Psychiatric Center Inc,(574)533-1234,IN,46617,41.68055600013,-86.245865199625
6226,505 W Cleveland Rd,N/A,Mishawaka,CMS Provider/Clinician,Pic Indiana Pc,(574)235-3135,IN,46545,41.723783708916,-86.187979258446
6227,1550 S Woodland Ave,N/A,Michigan City,CMS Provider/Clinician,Illinois Dermatology Institute Llc,(219)878-5020,IN,46360,41.688756256628,-86.874392915884
6228,"1403 Cumberland Ave, Suite A",N/A,Middlesboro,CMS Provider/Clinician,Elite Vision Center Llc,(606)248-2549,KY,40965,36.607930498478,-83.704995539068
6229,1300 Tamarack Rd,N/A,Owensboro,CMS Provider/Clinician,"Tinius Chiropractic Center, Pllc",(270)926-8042,KY,42301,37.736902526495,-87.124515681527
6231,"225 Medical Ctr Dr, Suite 308",N/A,Paducah,CMS Provider/Clinician,Mercy Health Physicians Kentucky Llc,(270)443-0777,KY,42003,37.053526279191,-88.643535305348
6232,"225 Medical Ctr Dr, Suite 101",N/A,Paducah,CMS Provider/Clinician,Mercy Health Ky Urgent Care Llc,(270)441-4357,KY,42003,37.053526279191,-88.643535305348
6233,"1010 Woodland Dr, Suite 101",N/A,Elizabethtown,CMS Provider/Clinician,Baptist Health Medical Group Inc,(270)769-2568,KY,42701,37.711369769869,-85.878769501172
6234,4050 Central Ave,N/A,Columbus,CMS Provider/Clinician,Columbus Regional Health Physicians Llc,(812)376-9427,IN,47203,39.245454599406,-85.904289402138
6235,"1502 Oxford Dr, Suite 100",N/A,Georgetown,CMS Provider/Clinician,Kentucky Mso Llc,(502)570-3785,KY,40324,38.232628093894,-84.53371540824
6236,2620 W Cota Dr,N/A,Bloomington,CMS Provider/Clinician,Indiana University Health Southern Indiana Physicians Llc,(888)484-3258,IN,47403,39.135804246692,-86.570144129432
6238,"9650 E Washington St, Suite 100",N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Inc,(317)944-3477,IN,46229,39.774659185156,-85.996009053461
6239,9650 E Washington St,N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(nan)-,IN,46229,39.774659185156,-85.996009053461
6240,9660 E Washington St,N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)329-7200,IN,46229,39.774667080394,-85.995849126608
6241,"9660 E Washington St, 110 Iu Health Physicians G",N/A,Indianapolis,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)923-7211,IN,46229,39.774667080394,-85.995849126608
6242,5221 Blakely Ridge Rd,N/A,Louisville,CMS Provider/Clinician,Radiology Alliance Pc,(904)421-1983,KY,40222,38.29402188242,-85.65208883463
6243,2963 Black Goose Blvd,N/A,Fort Wayne,CMS Provider/Clinician,Mori Bean And Brooks Inc,(855)504-4544,IN,46814,41.056209378562,-85.31859001356
6244,1955 Dixie Hwy,N/A,Ft Wright,CMS Provider/Clinician,Christ Hospital Orthopedic Associates Iii Llc,(513)221-5500,KY,41011,39.054852975704,-84.548414287776
6245,"720 Eskenazi Ave, Eskanazi Health Outpatient",N/A,Indianapolis,CMS Provider/Clinician,The Health And Hospital Corporation Of Marion County,(317)880-0000,IN,46202,39.777086229364,-86.182935059249
6246,720 Eskenazi Ave Fl,N/A,Indianapolis,CMS Provider/Clinician,The Health And Hospital Corporation Of Marion County,(317)880-7000,IN,46202,39.777086229364,-86.182935059249
6247,2723 S 7Th St T,N/A,Terre Haute,CMS Provider/Clinician,Union Hospital Inc,(812)232-1418,IN,47802,39.437725862906,-87.40691672625
6248,"106 S State Rd, 135 Suite C",N/A,Trafalgar,CMS Provider/Clinician,American Health Network Of Indiana Llc,(317)878-4972,IN,46181,39.415684604495,-86.158222259157
6249,"200 Clinic Dr, Fl 5",N/A,Madisonville,CMS Provider/Clinician,Baptist Health Deaconess Medical Group Inc,(270)825-7214,KY,42431,37.337513162665,-87.491413142728
6250,11635 Coldwater Rd,N/A,Fort Wayne,CMS Provider/Clinician,Fort Wayne Dermatology Consultants Inc,(260)436-8000,IN,46845,41.190312202342,-85.132611791337
6251,"101 Medical Heights Dr, Suite F",N/A,Frankfort,CMS Provider/Clinician,Rebound Orthopaedics Sports Medicine,(502)875-1766,KY,40601,38.160091661696,-84.905306071442
6252,10282 W 400,N/A,Michigan City,CMS Provider/Clinician,Michigan City Dermatology And Vein Clinic Llc,(nan)-,IN,46360,41.665845360806,-86.899035501576
6254,225 Medical Ctr Dr,N/A,Paducah,CMS Provider/Clinician,Mercy Health Physicians Kentucky Llc,(nan)-,KY,42003,37.053526279191,-88.643535305348
6255,225 Medical Ctr Dr,N/A,Paducah,CMS Provider/Clinician,Mercy Health Physicians Kentucky Specialty Care Llc,(nan)-,KY,42003,37.053526279191,-88.643535305348
6256,520 W Gum St,N/A,Marion,CMS Provider/Clinician,Mercy Health Physicians Kentucky Specialty Care Llc,(270)965-5281,KY,42064,37.329491526714,-88.091052674829
6257,131 Hospital Dr,N/A,Salem,CMS Provider/Clinician,Mercy Health Physicians Kentucky Specialty Care Llc,(270)442-0103,KY,42078,37.263116667001,-88.229234824492
6258,1563 N State St,N/A,Greenfield,CMS Provider/Clinician,Athletico Ltd,(317)467-5700,IN,46140,39.80590886824,-85.769584556898
6260,"521 E 86Th Ave, Suite Z",N/A,Merrillville,CMS Provider/Clinician,The Methodist Hospitals Inc,(219)769-0777,IN,46410,41.462335840249,-87.331240412675
6261,2412 Greatstone Pt,N/A,Lexington,CMS Provider/Clinician,Horn And Associates In Rehabilitation Pllc,(859)224-4081,KY,40504,38.019058557259,-84.548984273668
6263,"2125 State St, Suite 1",N/A,New Albany,CMS Provider/Clinician,Baptist Health Medical Group Inc,(812)949-7191,IN,47150,38.303505064329,-85.838271154415
6264,"210 S Creasy Ln, Suite 2160",N/A,Lafayette,CMS Provider/Clinician,Athletico Ltd,(765)607-6918,IN,47905,40.41442759475,-86.838934538654
6265,"1400 S Lake Park Ave, Suite 200 202",N/A,Hobart,CMS Provider/Clinician,Community Care Network Inc,(219)947-6124,IN,46342,41.515104882625,-87.259056311026
6266,"4223 Lexington Rd, Suite D",N/A,Paris,CMS Provider/Clinician,New Vista Of The Bluegrass Inc,(859)987-6127,KY,40361,38.186328866525,-84.287851165212
6267,"9120 Connecticut St, Suite A",N/A,Merrillville,CMS Provider/Clinician,"Michael Frampton M.D., P.C.",(219)793-1233,IN,46410,41.453320923561,-87.332636884386
6268,210 Marie Langdon Dr,N/A,Manchester,CMS Provider/Clinician,"Memorial Hospital, Inc.",(606)598-51044188,KY,40962,37.161789924717,-83.761490195269
6269,1355 Mariners Dr,N/A,Warsaw,CMS Provider/Clinician,Fort Wayne Radiology Associates Llc,(260)248-9000,IN,46582,41.257842419905,-85.828120149751
6270,401 N Sawyer Rd,N/A,Kendallville,CMS Provider/Clinician,Fort Wayne Radiology Associates Llc,(260)347-8700,IN,46755,41.448506397324,-85.295102198093
6271,207 N Townline Rd,N/A,Lagrange,CMS Provider/Clinician,Fort Wayne Radiology Associates Llc,(260)463-9000,IN,46761,41.644645898197,-85.424857429172
6272,"11141 Parkview Plaza Dr, Suite 100",N/A,Fort Wayne,CMS Provider/Clinician,Fort Wayne Radiology Associates Llc,(260)266-9030,IN,46845,41.188743210307,-85.099424480156
6275,3130 Windsor Court B,N/A,Elkhart,CMS Provider/Clinician,Asthma Allergy Centers Pc,(574)288-0661,IN,46514,41.728045218867,-85.969632629686
6276,"270 E Day Rd, Suite 270",N/A,Mishawaka,CMS Provider/Clinician,Asthma Allergy Centers Pc,(574)288-0661,IN,46545,41.698615837923,-86.181478560078
6279,131 N Eagle Creek Dr,N/A,Lexington,CMS Provider/Clinician,"Bluegrass Primary Health Care Center, Inc.",(859)263-2507,KY,40509,37.999965171386,-84.440876790634
6280,1419 W Bella Dr,N/A,Marion,CMS Provider/Clinician,Marion General Hospital,(765)660-7580,IN,46953,40.526322985321,-85.674873332258
6282,6820 Parkdale Pl,N/A,Indianapolis,CMS Provider/Clinician,University Medical Diagnostic Associates Inc,(317)843-0000,IN,46254,39.826075371823,-86.280233754651
6283,201 Pennsylvania Pkwy,N/A,Carmel,CMS Provider/Clinician,University Medical Diagnostic Associates Inc,(317)817-1480,IN,46280,39.934085378252,-86.155353973578
